County,5figgrid,x,y,,,6figgrid,,dum_x,dum_y,gamecov_present,gamecov_poss,gamecov_absent,Advert_presence,Advert_details,gamebird_breed,gamebird_winter,pheasant_breed,pheasant_wint,rlp_breed,rlp_wint,APHA_rel_ph&rlp,logAPHA_rel_ph&rlp,APHA_rel_present,broad_wood,conif_wood,arable,imp_grass,semnat_grass,mountain,saltwater,freshwater,coastal,built_up,habitat_div_shannon
Devon,SX58L,254,82,254,082,254082,25482,254500,82500,0,0,1,0,,1,1,1,1,0,0,0,0,0,0,0,0,3,96,1,0,0,0,0,0.190437554
Devon,SX58M,254,84,254,084,254084,25484,254500,84500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,41.5,0,0,0,0,0.678626762
Devon,SX58N,254,86,254,086,254086,25486,254500,86500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78,22,0,0,0,0,0.526907961
Devon,SX58P,254,88,254,088,254088,25488,254500,88500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,0,0,0,0,0.658955681
Devon,SX59K,254,90,254,090,254090,25490,254500,90500,0,0,1,0,,2,0,2,0,0,0,0,0,0,0.25,0.25,0,40.75,52,0,0,2.5,0,4,0.956794701
Devon,SX59L,254,92,254,092,254092,25492,254500,92500,0,0,1,0,,2,2,2,2,0,0,0,0,0,2.5,0.25,0,94.75,0.75,0.75,0,0,0,1.5,0.294686112
Devon,SX59M,254,94,254,094,254094,25494,254500,94500,0,0,1,0,,3,3,3,3,0,0,0,0,0,12,0.25,6.5,77,1.5,0.25,0,0.25,0,2.25,0.826653373
Devon,SX59N,254,96,254,096,254096,25496,254500,96500,0,0,1,0,,2,0,2,0,0,0,0,0,0,16,0,12.75,69.5,0,0,0,0,0,1.75,0.879485384
Devon,SX59P,254,98,254,098,254098,25498,254500,98500,0,0,1,0,,3,0,3,0,0,0,0,0,0,7.75,0,11.75,78.75,0,0,0,0,0,1.75,0.708733815
Devon,SS50K,254,100,254,100,254100,254100,254500,100500,0,0,1,0,,3,3,3,3,0,0,0,0,0,13.5,0,18,67.25,0,0.75,0,0,0,1,0.928563184
Devon,SS50L,254,102,254,102,254102,254102,254500,102500,0,0,1,0,,2,2,2,2,0,0,0,0,0,6,0.25,26.25,67,0,0,0,0,0,0.75,0.839894518
Devon,SS50M,254,104,254,104,254104,254104,254500,104500,0,0,1,0,,3,0,3,0,0,0,0,0,0,10,1,3,77.5,0,0.25,0,0,0,8.25,0.799861054
Devon,SS50N,254,106,254,106,254106,254106,254500,106500,0,0,1,0,,2,1,2,1,0,0,0,0,0,9.75,0,11.5,77,0,0,0,0.75,0,1,0.759694157
Devon,SS50P,254,108,254,108,254108,254108,254500,108500,3,0,0,0,,2,2,2,2,0,0,0,0,0,9.25,3.75,16.25,67.75,0,0,0,1.25,0,2,1.035401182
Devon,SS51K,254,110,254,110,254110,254110,254500,110500,3,2,0,0,,5,4,4,4,1,0,0,0,0,13,8.75,33.75,43,0,0.25,0,0.75,0,0.75,1.296256523
Devon,SS51L,254,112,254,112,254112,254112,254500,112500,3,2,0,0,,5,5,4,5,1,0,0,0,0,20.25,4.25,24.75,48.5,0,0,0,1.5,0,1.25,1.271936613
Devon,SS51M,254,114,254,114,254114,254114,254500,114500,5,0,0,0,,4,5,4,5,0,0,0,0,0,10.5,3,18.25,64.25,0,0,0,0.25,0,4.25,1.085717561
Devon,SS51N,254,116,254,116,254116,254116,254500,116500,0,1,0,20,"Whitsleigh Shoot https://www.gunsonpegs.com/shoots/devon/whitsleigh-shoot Pheasant, Driven. 90-100 bird/day. Near Great Torrington",6,6,5,6,1,0,0,0,0,10.75,0.5,23,65,0,0,0,0,0,0.75,0.920975774
Devon,SS51P,254,118,254,118,254118,254118,254500,118500,0,2,0,0,,4,3,4,3,0,0,0,0,0,8.25,5.5,18.75,66.75,0,0,0,0,0,1,0.995093555
Devon,SS52K,254,120,254,120,254120,254120,254500,120500,0,0,1,0,,2,3,2,3,0,0,0,0,0,16.25,7.75,16.5,58.5,0,0,0,0.5,0,0.5,1.157405251
Devon,SS52L,254,122,254,122,254122,254122,254500,122500,1,1,0,0,,4,4,4,4,0,0,2000,3.301247089,1,8.5,6.5,16,69,0,0,0,0,0,0.25,0.951428398
Devon,SS52M,254,124,254,124,254124,254124,254500,124500,0,1,0,0,,4,3,4,3,0,0,0,0,0,12.5,0,30,57.5,0,0.25,0,0,0,0.25,0.969275869
Devon,SS52N,254,126,254,126,254126,254126,254500,126500,0,2,0,0,,3,5,3,5,0,0,0,0,0,4.75,0.25,45.5,46.75,0,0,0,0,0,3.25,0.984833843
Devon,SS52P,254,128,254,128,254128,254128,254500,128500,0,1,0,20,"Hollamoor, Tawstock https://www.gunsonpegs.com/shoots/devon/hollamoor-tawstock Pheasant Driven. 2 miles south of Barnstaple. Max 7 drives per day",5,4,5,4,0,0,0,0,0,11.5,0,42,42.25,0,0,0,0,0,4,1.105841498
Devon,SS53K,254,130,254,130,254130,254130,254500,130500,2,0,0,0,,2,2,2,2,0,0,0,0,0,21.5,1,41,23.25,0,0,0,0,1.25,11.75,1.387653339
Devon,SS53L,254,132,254,132,254132,254132,254500,132500,0,0,1,0,,3,4,2,4,1,0,0,0,0,2.5,0,1.5,4.25,0,0,0,0,28.75,62.5,0.941573577
Devon,SS53M,254,134,254,134,254134,254134,254500,134500,0,0,1,0,,3,4,3,4,0,0,0,0,0,2.5,0,8.25,73,0,0,0,0,0,16,0.821007816
Devon,SS53N,254,136,254,136,254136,254136,254500,136500,0,0,1,0,,3,2,3,2,0,0,0,0,0,4.75,0.25,32.25,58.25,0,0,0,0,0,4.25,0.973694067
Devon,SS53P,254,138,254,138,254138,254138,254500,138500,0,0,1,0,,2,4,2,4,0,0,0,0,0,8.75,10.5,30.5,49.25,0,0,0,0,0,1.5,1.223792957
Devon,SS54K,254,140,254,140,254140,254140,254500,140500,0,0,1,0,,0,0,0,0,0,0,0,0,0,22.75,0.25,20.25,56.5,0,0,0,0,0,0.25,1.012765781
Devon,SS54L,254,142,254,142,254142,254142,254500,142500,0,0,1,0,,2,2,2,2,0,0,0,0,0,8.5,0,38.25,44.75,0,0,0,0,0,8.5,1.146485605
Devon,SS54M,254,144,254,144,254144,254144,254500,144500,0,0,1,0,,4,2,4,2,0,0,0,0,0,19.25,5,3,70.75,0.75,0,0,0,0,1.25,0.908436944
Devon,SS54N,254,146,254,146,254146,254146,254500,146500,0,0,1,0,,2,2,2,2,0,0,0,0,0,19.75,0,19,54.75,0,0,0,0,0,6.25,1.138984089
Devon,SS54P,254,148,254,148,254148,254148,254500,148500,0,0,1,0,,1,2,1,2,0,0,0,0,0,1.75,0,2.25,6.75,0,0,0,0.25,10,3,0.688556377
Devon,SX54S,256,44,256,044,256044,25644,256500,44500,0,0,1,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.072543289
Devon,SX54T,256,46,256,046,256046,25646,256500,46500,11,0,0,0,,3,4,3,4,0,0,0,0,0,6.5,0,40.5,16.25,7.25,0,0,0,3.25,1.5,1.203620156
Devon,SX54U,256,48,256,048,256048,25648,256500,48500,6,0,0,0,,6,6,6,6,0,0,0,0,0,14,2.75,58,20.75,2,0,0,0,0,2.75,1.193403799
Devon,SX55Q,256,50,256,050,256050,25650,256500,50500,10,0,0,0,,5,6,5,6,0,0,0,0,0,20.25,0,49.5,16.75,1,0,0,0,2.5,9.75,1.336006907
Devon,SX55R,256,52,256,052,256052,25652,256500,52500,7,0,0,0,,4,5,4,5,0,0,0,0,0,17.5,0,49.25,25.25,7,0,0,0.25,0,1.5,1.265487389
Devon,SX55S,256,54,256,054,256054,25654,256500,54500,0,0,1,0,,7,6,5,6,2,0,0,0,0,3.5,0.25,32.5,51,0,0,0,0.5,0,12,1.121919129
Devon,SX55T,256,56,256,056,256056,25656,256500,56500,0,0,1,0,,2,2,2,2,0,0,0,0,0,13.5,1.5,6.5,59.5,0,0.25,0,0,0,18.75,1.148768962
Devon,SX55U,256,58,256,058,256058,25658,256500,58500,0,0,1,0,,4,3,4,3,0,0,0,0,0,3.75,0,16.5,24.25,12,42.25,0,0,0,1.25,1.437207918
Devon,SX56Q,256,60,256,060,256060,25660,256500,60500,0,0,1,0,,2,2,2,2,0,0,0,0,0,16.75,3.75,7,12.75,6.25,48,0,0.5,0,5,1.5730347
Devon,SX56R,256,62,256,062,256062,25662,256500,62500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,25.75,70.5,0,1.25,0,0.5,0.76655151
Devon,SX56S,256,64,256,064,256064,25664,256500,64500,0,0,1,0,,3,2,3,2,0,0,0,0,0,0,0,0,7.75,88.5,3.5,0,0,0,0,0.423657103
Devon,SX56T,256,66,256,066,256066,25666,256500,66500,0,0,1,0,,3,3,3,3,0,0,0,0,0,2.5,0,0,27.25,69.75,0.5,0,0,0,0,0.724271668
Devon,SX56U,256,68,256,068,256068,25668,256500,68500,0,0,1,0,,2,0,1,0,1,0,0,0,0,7,31.75,0,2,56,0,0,3.5,0,0,1.070681866
Devon,SX57Q,256,70,256,070,256070,25670,256500,70500,0,0,1,0,,2,3,2,2,0,1,0,0,0,0.5,24.5,0,0.25,75,0,0,0,0,0,0.601823584
Devon,SX57R,256,72,256,072,256072,25672,256500,72500,0,0,1,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Devon,SX57S,256,74,256,074,256074,25674,256500,74500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1.75,0,6.75,91,0.5,0,0,0,0,0.365066376
Devon,SX57T,256,76,256,076,256076,25676,256500,76500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,40.75,0,0,0,0,0.675935707
Devon,SX57U,256,78,256,078,256078,25678,256500,78500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,37,63,0,0,0,0,0.658955681
Devon,SX58Q,256,80,256,080,256080,25680,256500,80500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,70.5,0,0,0,0,0.606568098
Devon,SX58R,256,82,256,082,256082,25682,256500,82500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76.25,0,0,0,0,0.549261913
Devon,SX58S,256,84,256,084,256084,25684,256500,84500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Devon,SX58T,256,86,256,086,256086,25686,256500,86500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,79,0,0,0,0,0.513956671
Devon,SX58U,256,88,256,088,256088,25688,256500,88500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0.404963485
Devon,SX59Q,256,90,256,090,256090,25690,256500,90500,0,0,1,0,,1,0,1,0,0,0,0,0,0,0.75,0,0,2.5,93.25,0,0,3.5,0,0,0.311421445
Devon,SX59R,256,92,256,092,256092,25692,256500,92500,0,0,1,0,,2,2,2,2,0,0,0,0,0,17.25,0.75,0,49.5,15.25,15.5,0,0.25,0,1.75,1.349460542
Devon,SX59S,256,94,256,094,256094,25694,256500,94500,0,0,1,0,,2,2,2,2,0,0,0,0,0,6.5,0,0,90.75,0.25,1.25,0,0,0,1.25,0.390281752
Devon,SX59T,256,96,256,096,256096,25696,256500,96500,2,0,0,0,,3,2,3,2,0,0,0,0,0,9,0.5,22.75,65.75,0,0,0,0,0,2.25,0.941111401
Devon,SX59U,256,98,256,098,256098,25698,256500,98500,1,1,0,0,,3,0,3,0,0,0,0,0,0,8.5,2,40.75,46.75,0,0.25,0,0,0,2,1.102278417
Devon,SS50Q,256,100,256,100,256100,256100,256500,100500,0,0,1,0,,2,0,2,0,0,0,0,0,0,18,3.25,22.75,53,0,2.5,0,0,0,0.75,1.22226697
Devon,SS50R,256,102,256,102,256102,256102,256500,102500,0,2,0,0,,3,3,3,3,0,0,0,0,0,17.5,3,16.25,62.5,0,0,0,0,0,0.75,1.035940083
Devon,SS50S,256,104,256,104,256104,256104,256500,104500,0,0,1,0,,3,3,3,3,0,0,0,0,0,16.25,0.5,9,73.75,0,0,0,0,0,0.5,0.789534114
Devon,SS50T,256,106,256,106,256106,256106,256500,106500,0,0,1,0,,3,4,3,4,0,0,0,0,0,4.75,0.25,1.25,92.5,0,0,0,0,0,1,0.332653836
Devon,SS50U,256,108,256,108,256108,256108,256500,108500,2,1,0,0,,3,3,2,3,1,0,0,0,0,6,1.75,12.75,78.25,0,0.25,0,0,0,1.25,0.763876812
Devon,SS51Q,256,110,256,110,256110,256110,256500,110500,0,0,1,0,,5,6,4,6,1,0,0,0,0,10.5,1,16.25,71.25,0,0,0,0,0,0.75,0.856191568
Devon,SS51R,256,112,256,112,256112,256112,256500,112500,0,0,1,0,,5,7,5,6,0,1,0,0,0,6.5,0,11.5,76.25,0,0,0,0,0,6,0.801952213
Devon,SS51S,256,114,256,114,256114,256114,256500,114500,0,1,0,0,,6,5,4,5,2,0,0,0,0,2.75,0,32.75,59.25,0,4.5,0,0,0,1,0.960118659
Devon,SS51T,256,116,256,116,256116,256116,256500,116500,2,1,0,0,,7,4,5,4,2,0,0,0,0,15.5,0.5,27,55.25,0,0,0,0,0,1.75,1.06757923
Devon,SS51U,256,118,256,118,256118,256118,256500,118500,2,0,0,0,,3,3,3,3,0,0,0,0,0,9.75,0,20.25,69.5,0,0,0,0,0,0.75,0.839933728
Devon,SS52Q,256,120,256,120,256120,256120,256500,120500,2,3,0,0,,2,3,2,3,0,0,0,0,0,13.25,0,14.75,71.25,0,0,0,0,0,0.5,0.818121157
Devon,SS52R,256,122,256,122,256122,256122,256500,122500,0,0,1,0,,5,8,4,6,1,2,0,0,0,12.5,0.5,17.25,67.75,0,0,0,0,0,2.75,0.952170926
Devon,SS52S,256,124,256,124,256124,256124,256500,124500,0,0,1,0,,3,4,3,4,0,0,0,0,0,7.75,0,16,75.75,0,0,0,0,0,0.5,0.728290909
Devon,SS52T,256,126,256,126,256126,256126,256500,126500,0,0,1,0,,5,5,5,5,0,0,0,0,0,4.5,0,38,50.5,5.5,0,0,0,0,1.75,1.082565932
Devon,SS52U,256,128,256,128,256128,256128,256500,128500,2,1,0,0,,6,3,3,3,3,0,0,0,0,17.5,0.25,38,24,11.5,4,0,0,1.5,3,1.575860153
Devon,SS53Q,256,130,256,130,256130,256130,256500,130500,0,0,1,0,,1,2,1,2,0,0,4020,3.604334073,1,6.75,0,23.5,36.75,0,0,0,0,9.75,23.5,1.457444436
Devon,SS53R,256,132,256,132,256132,256132,256500,132500,0,0,1,0,,2,2,1,2,1,0,0,0,0,3.75,0,10,15.5,0,0,0,0,3.75,67.5,1.030789507
Devon,SS53S,256,134,256,134,256134,256134,256500,134500,0,1 [0],0,0,,3,2,3,2,0,0,0,0,0,14.75,0.25,21.5,52,0,0,0,0.25,0,11.25,1.228573774
Devon,SS53T,256,136,256,136,256136,256136,256500,136500,0,0,1,0,,3,4,3,4,0,0,0,0,0,24.25,7.75,18,50,0,0,0,0,0,0.5,1.223496129
Devon,SS53U,256,138,256,138,256138,256138,256500,138500,0,0,1,0,,5,3,3,3,2,0,0,0,0,11.5,2.25,19.25,65.25,0,0,0,0,0,1.25,0.984625827
Devon,SS54Q,256,140,256,140,256140,256140,256500,140500,0,0,1,0,,3,0,3,0,0,0,0,0,0,5.75,0,11.5,81.5,0,0,0,0,0,1.5,0.642660773
Devon,SS54R,256,142,256,142,256142,256142,256500,142500,0,0,1,0,,2,2,2,2,0,0,0,0,0,0.75,0,23.25,74,0,0,0,0,0,2,0.676940746
Devon,SS54S,256,144,256,144,256144,256144,256500,144500,0,0,1,0,,2,0,2,0,0,0,0,0,0,13.25,0,4.75,81.5,0,0,0,0,0,0.75,0.61595772
Devon,SS54T,256,146,256,146,256146,256146,256500,146500,0,0,1,0,,0,3,0,3,0,0,0,0,0,16,0,8,42.25,0,0,0,0,5.5,12.25,1.276012526
Devon,SX54Y,258,46,258,046,258046,25846,258500,46500,7,0,0,0,,5,6,5,6,0,0,0,0,0,0.25,0,37,4,0.25,0,0,0,6.25,0.5,0.726364079
Devon,SX54Z,258,48,258,048,258048,25848,258500,48500,12,0,0,20,"Brownstone Estate Shoot near Yealmpton (South Devon)https://www.gunsonpegs.com/shoots/devon/brownstone-estate-shoot Pheasant and Partridge, Driven. 140-200 pheasant per shoot. Average of 165/day. 10 drives",8,8,6,7,2,1,1000,3.000434077,1,7.5,0,67,23.5,0,0,0,0,0,2.5,0.895131888
Devon,SX55V,258,50,258,050,258050,25850,258500,50500,4,0,0,0,,4,5,4,4,0,1,0,0,0,8.5,1,52.75,28,0,0,0,0,0,10,1.179666825
Devon,SX55W,258,52,258,052,258052,25852,258500,52500,5,0,0,0,,7,7,4,5,3,2,0,0,0,5.5,1,48.25,41.75,1.75,0,0,0,0,1.75,1.063476981
Devon,SX55X,258,54,258,054,258054,25854,258500,54500,0,0,1,0,,3,4,3,4,0,0,0,0,0,13.25,0.25,30.5,49,0.25,1,0,0.5,0,5.75,1.246235993
Devon,SX55Y,258,56,258,056,258056,25856,258500,56500,0,0,1,0,,2,2,2,2,0,0,0,0,0,11.25,0,13.25,73.5,0.25,0,0,0,0,1.75,0.825666782
Devon,SX55Z,258,58,258,058,258058,25858,258500,58500,0,0,1,0,,5,5,5,5,0,0,0,0,0,10,2,0.75,61.5,6.5,15.5,0,0,0,4.25,1.245032935
Devon,SX56V,258,60,258,060,258060,25860,258500,60500,0,0,1,0,,3,5,3,5,0,0,0,0,0,23.25,14.25,1,15.75,7,35.5,0,0.5,0,2.75,1.633112919
Devon,SX56W,258,62,258,062,258062,25862,258500,62500,0,0,1,0,,2,5,2,5,0,0,0,0,0,0.25,0,0,3.5,68.75,23.25,0,3.5,0,0.75,0.88313143
Devon,SX56X,258,64,258,064,258064,25864,258500,64500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Devon,SX56Y,258,66,258,066,258066,25866,258500,66500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0.25,0,0,100,0,0,0,0,0,0.014978661
Devon,SX56Z,258,68,258,068,258068,25868,258500,68500,0,0,1,0,,2,0,2,0,0,0,0,0,0,0.25,0,0,0,99.75,0,0,0,0,0,0.017475534
Devon,SX57V,258,70,258,070,258070,25870,258500,70500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Devon,SX57W,258,72,258,072,258072,25872,258500,72500,0,0,1,0,,2,2,2,2,0,0,0,0,0,0,3.25,0,10.25,79,0,0,0,0,7.75,0.72927086
Devon,SX57X,258,74,258,074,258074,25874,258500,74500,0,0,1,0,,2,2,2,2,0,0,0,0,0,0.5,9.25,0,38.25,48.75,0.25,0,0,0,3,1.084711915
Devon,SX57Y,258,76,258,076,258076,25876,258500,76500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,2.5,0,0,79.25,18.5,0,0,0,0,0.588696883
Devon,SX57Z,258,78,258,078,258078,25878,258500,78500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,77.25,0,0,0,0,0.536237873
Devon,SX58V,258,80,258,080,258080,25880,258500,80500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Devon,SX58W,258,82,258,082,258082,25882,258500,82500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Devon,SX58X,258,84,258,084,258084,25884,258500,84500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Devon,SX58Y,258,86,258,086,258086,25886,258500,86500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,99.75,0,0,0,0,0.017475534
Devon,SX58Z,258,88,258,088,258088,25888,258500,88500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,69.25,0,0,0,0,0.617085735
Devon,SX59V,258,90,258,090,258090,25890,258500,90500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,89.25,10.75,0,0,0,0,0.341256349
Devon,SX59W,258,92,258,092,258092,25892,258500,92500,0,0,1,0,,0,0,0,0,0,0,0,0,0,8,0.25,0,17.75,72,0.25,0,0,0,2.25,0.860768221
Devon,SX59X,258,94,258,094,258094,25894,258500,94500,0,0,1,0,,0,1,0,1,0,0,0,0,0,16.25,0.75,0.75,33.5,6,0.25,0,0,0,43,1.281722566
Devon,SX59Y,258,96,258,096,258096,25896,258500,96500,0,0,1,0,,3,3,3,3,0,0,0,0,0,16.5,26.25,25.25,26.75,0,1.75,0,0,0,3.5,1.536786845
Devon,SX59Z,258,98,258,098,258098,25898,258500,98500,0,0,1,0,,3,2,3,2,0,0,0,0,0,18.75,1.75,24.5,52.5,0,2,0,0,0,0.25,1.16076612
Devon,SS50V,258,100,258,100,258100,258100,258500,100500,0,0,1,0,,3,1,3,1,0,0,0,0,0,14.75,0.25,26.75,55.75,0,1.25,0,0,0,1.75,1.10133372
Devon,SS50W,258,102,258,102,258102,258102,258500,102500,0,0,1,0,,2,2,2,2,0,0,0,0,0,4.5,0,11.5,83.25,0,0,0,0,0,1,0.586941152
Devon,SS50X,258,104,258,104,258104,258104,258500,104500,0,0,1,0,,4,2,4,2,0,0,0,0,0,7.75,1.25,16.75,72.75,0,0,0,0,0,1.75,0.854509108
Devon,SS50Y,258,106,258,106,258106,258106,258500,106500,0,1,0,0,,3,3,3,3,0,0,0,0,0,5,2.25,19,72.5,0,0,0,0,0,1,0.829895772
Devon,SS50Z,258,108,258,108,258108,258108,258500,108500,0,1,0,0,,2,1,2,1,0,0,0,0,0,8.25,1.25,14.25,76.25,0,0.25,0,0,0,0.25,0.774969487
Devon,SS51V,258,110,258,110,258110,258110,258500,110500,0,2,0,0,,2,2,2,2,0,0,0,0,0,19,15,8.5,53.25,0,1.75,0,2.75,0,0.25,1.32980658
Devon,SS51W,258,112,258,112,258112,258112,258500,112500,0,0,1,0,,2,3,2,3,0,0,0,0,0,8,1.25,14.25,74.25,0,1.5,0,0,0,1.25,0.873319739
Devon,SS51X,258,114,258,114,258114,258114,258500,114500,0,2,0,0,,3,5,3,5,0,0,0,0,0,1,0,26.75,69.25,0,2.5,0,0,0,1,0.791517519
Devon,SS51Y,258,116,258,116,258116,258116,258500,116500,1,0,0,0,,4,6,4,4,0,2,0,0,0,3.5,0.25,33.75,60.25,0,1,0,0,0,1.25,0.904996233
Devon,SS51Z,258,118,258,118,258118,258118,258500,118500,0,0,1,0,,4,2,4,2,0,0,0,0,0,6.25,0,14,79.25,0,0,0,0,0,0.75,0.669544985
Devon,SS52V,258,120,258,120,258120,258120,258500,120500,0,2,0,0,,2,2,2,2,0,0,0,0,0,11.25,0,4.25,80.5,0,0,0,0,0,4,0.683385907
Devon,SS52W,258,122,258,122,258122,258122,258500,122500,0,2,0,0,,0,2,0,2,0,0,0,0,0,12,0.25,25.25,61,0,0,0,0,0,2,0.99669837
Devon,SS52X,258,124,258,124,258124,258124,258500,124500,5,1,0,0,,3,3,3,3,0,0,0,0,0,13,0,58.5,25.75,0,0,0,0,0,2.5,1.020454008
Devon,SS52Y,258,126,258,126,258126,258126,258500,126500,7,2,0,0,,10,10,7,7,3,3,31000,4.491375703,1,11.25,1,36.5,45.75,4.25,0,0,0,0,1.5,1.214686444
Devon,SS52Z,258,128,258,128,258128,258128,258500,128500,5,1,0,0,,6,6,3,4,3,2,0,0,0,24.75,0,28.25,42.5,0,3.25,0,0,0,1.25,1.232492162
Devon,SS53V,258,130,258,130,258130,258130,258500,130500,1,0,0,0,,1,3,1,3,0,0,0,0,0,5.75,0.25,28.25,54.75,0,0,0,0,0,11,1.108908939
Devon,SS53W,258,132,258,132,258132,258132,258500,132500,0,0,1,0,,3,3,3,3,0,0,0,0,0,2.75,0,15.25,71,0,0,0,0,0,11.5,0.877506016
Devon,SS53X,258,134,258,134,258134,258134,258500,134500,2,0,1,0,,3,4,3,4,0,0,0,0,0,26.5,6.75,6.75,58.5,0,0,0,0,0,1.75,1.100277592
Devon,SS53Y,258,136,258,136,258136,258136,258500,136500,0,0,1,0,,2,2,2,2,0,0,0,0,0,3,2.25,7.5,85.75,0,0,0,0,0,2,0.594904624
Devon,SS53Z,258,138,258,138,258138,258138,258500,138500,0,0,1,0,,2,2,2,2,0,0,0,0,0,7.25,2.75,1.5,87.5,0,0.75,0,0,0,0.75,0.542303716
Devon,SS54V,258,140,258,140,258140,258140,258500,140500,0,0,1,0,,4,3,4,3,0,0,0,0,0,13.25,3,7.5,75.5,0,0.75,0,0,0,0.25,0.831130537
Devon,SS54W,258,142,258,142,258142,258142,258500,142500,0,0,1,0,,0,4,0,4,0,0,0,0,0,4.25,0,13.25,82.25,0,0,0,0,0,0.5,0.589244727
Devon,SS54X,258,144,258,144,258144,258144,258500,144500,0,0,1,0,,3,2,3,2,0,0,0,0,0,28.25,0.5,8,57,0,0.25,0,0,0,6.25,1.094324794
Devon,SS54Y,258,146,258,146,258146,258146,258500,146500,0,0,1,0,,3,0,3,0,0,0,0,0,0,10.25,0,3,66.5,0,0.75,0,0,3.5,15.25,1.050800318
Devon,SS54Z,258,148,258,148,258148,258148,258500,148500,0,0,1,0,,2,2,2,2,0,0,0,0,0,0,0,0,1.25,0,3.25,0,0,10.75,0,0.405890503
Devon,SX64C,260,44,260,044,260044,26044,260500,44500,0,#N/A,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0,0.073392784
Devon,SX64D,260,46,260,046,260046,26046,260500,46500,2,0,0,0,,1,4,1,4,0,0,0,0,0,2.75,0,34.5,7.25,1.25,0,0.75,0,17.75,0.75,1.09125553
Devon,SX64E,260,48,260,048,260048,26048,260500,48500,8,0,0,0,,2,6,2,6,0,0,4750,3.67678503,1,8,0.75,63.5,26.75,0,0,0,0,0.25,0.5,0.921332713
Devon,SX65A,260,50,260,050,260050,26050,260500,50500,0,1,0,0,,5,4,5,4,0,0,0,0,0,10.25,2.25,28.5,54,0.25,0,0,0,0,5,1.174111007
Devon,SX65B,260,52,260,052,260052,26052,260500,52500,0,0,1,0,,5,4,5,4,0,0,0,0,0,0.25,0,24.25,75,1,0,0,0,0,0,0.620354658
Devon,SX65C,260,54,260,054,260054,26054,260500,54500,2,0,0,0,,4,2,4,2,0,0,0,0,0,9,0,32,41.75,5.25,0.5,0,0,0,11.5,1.375938817
Devon,SX65D,260,56,260,056,260056,26056,260500,56500,0,0,1,0,,2,2,2,2,0,0,0,0,0,6,0,13.25,75.5,0.25,0,0,0,0,5.5,0.823295228
Devon,SX65E,260,58,260,058,260058,26058,260500,58500,3,0,0,20,"The Cornwood Shoot PL21 9QX https://www.gunsonpegs.com/shoots/devon/the-cornwood-shoot Driven, Pheasant and Partridge. Set in the Dartmoor national park (two estates: Delamore and Watercomble/Blachford) covers 6500 acres of land, providing 20 different drives approx 250 birds per day. 4 drives/day",3,5,3,5,0,0,0,0,0,20.5,0.5,4.5,65.5,3,1.25,0,0.5,0,4.25,1.08874651
Devon,SX66A,260,60,260,060,260060,26060,260500,60500,6,0,0,0,,6,6,6,6,0,0,0,0,0,19,1,2,63.5,13,1.25,0,0,0,0.5,1.074699447
Devon,SX66B,260,62,260,062,260062,26062,260500,62500,0,0,1,0,,2,2,2,2,0,0,0,0,0,5.25,6.25,0,0.5,88,0,0,0,0,0,0.46698621
Devon,SX66C,260,64,260,064,260064,26064,260500,64500,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78,22,0,0,0,0,0.526907961
